CountyName,TimeStamp,ConfirmedCovidCases
Wexford,2020-04-06,24
Wicklow,2020-04-06,181
Carlow,2020-04-07,16
Cavan,2020-04-07,132
Clare,2020-04-07,68
Cork,2020-04-07,472
Donegal,2020-04-07,125
Dublin,2020-04-07,3557
Galway,2020-04-07,134
Kerry,2020-04-07,125
Kildare,2020-04-07,253
Kilkenny,2020-04-07,90
Laois,2020-04-07,37
Leitrim,2020-04-07,23
Limerick,2020-04-07,173
Longford,2020-04-07,36
Louth,2020-04-07,106
Mayo,2020-04-07,134
Meath,2020-04-07,198
Monaghan,2020-04-07,63
Offaly,2020-04-07,81
Roscommon,2020-04-07,22
Sligo,2020-04-07,28
Tipperary,2020-04-07,140
Waterford,2020-04-07,56
Westmeath,2020-04-07,142
Wexford,2020-04-07,26
Wicklow,2020-04-07,207
Carlow,2020-04-08,19
Cavan,2020-04-08,151
Clare,2020-04-08,69
Cork,2020-04-08,503
Donegal,2020-04-08,145
Dublin,2020-04-08,3873
Galway,2020-04-08,160
Kerry,2020-04-08,145
Kildare,2020-04-08,290
Kilkenny,2020-04-08,96
Laois,2020-04-08,49
Leitrim,2020-04-08,25
Limerick,2020-04-08,186
Longford,2020-04-08,41
Louth,2020-04-08,116
Mayo,2020-04-08,153
Meath,2020-04-08,206
Monaghan,2020-04-08,69
Offaly,2020-04-08,88
Roscommon,2020-04-08,26
Sligo,2020-04-08,31
Tipperary,2020-04-08,151
Waterford,2020-04-08,60
Westmeath,2020-04-08,152
Wexford,2020-04-08,30
Wicklow,2020-04-08,237
Carlow,2020-04-09,22
Cavan,2020-04-09,169
Clare,2020-04-09,85
Cork,2020-04-09,581
Donegal,2020-04-09,167
Dublin,2020-04-09,4156
Galway,2020-04-09,169
Kerry,2020-04-09,155
Kildare,2020-04-09,332
Kilkenny,2020-04-09,115
Laois,2020-04-09,61
Leitrim,2020-04-09,31
Limerick,2020-04-09,222
Longford,2020-04-09,45
Louth,2020-04-09,133
Mayo,2020-04-09,168
Meath,2020-04-09,230
Monaghan,2020-04-09,81
Offaly,2020-04-09,104
Roscommon,2020-04-09,27
Sligo,2020-04-09,39
Tipperary,2020-04-09,166
Waterford,2020-04-09,63
Westmeath,2020-04-09,181
Wexford,2020-04-09,39
Wicklow,2020-04-09,246
Carlow,2020-04-10,32
Cavan,2020-04-10,210
Clare,2020-04-10,88
Cork,2020-04-10,648
Donegal,2020-04-10,188
Dublin,2020-04-10,4514
Galway,2020-04-10,178
Kerry,2020-04-10,170
Kildare,2020-04-10,360
Kilkenny,2020-04-10,124
Laois,2020-04-10,71
Leitrim,2020-04-10,32
Limerick,2020-04-10,234
Longford,2020-04-10,49
Louth,2020-04-10,143
Mayo,2020-04-10,183
Meath,2020-04-10,249
Monaghan,2020-04-10,88
Offaly,2020-04-10,119
Roscommon,2020-04-10,31
Sligo,2020-04-10,45
Tipperary,2020-04-10,175
Waterford,2020-04-10,67
Westmeath,2020-04-10,192
Wexford,2020-04-10,43
Wicklow,2020-04-10,263
Carlow,2020-04-11,38
Cavan,2020-04-11,222
Clare,2020-04-11,98
Cork,2020-04-11,730
Donegal,2020-04-11,225
Dublin,2020-04-11,5006
Galway,2020-04-11,197
Kerry,2020-04-11,200
Kildare,2020-04-11,404
Kilkenny,2020-04-11,136
Laois,2020-04-11,88
Leitrim,2020-04-11,32
Limerick,2020-04-11,252
Longford,2020-04-11,56
Louth,2020-04-11,195
Mayo,2020-04-11,194
Meath,2020-04-11,289
Monaghan,2020-04-11,95
Offaly,2020-04-11,133
Roscommon,2020-04-11,39
Sligo,2020-04-11,45
Tipperary,2020-04-11,200
Waterford,2020-04-11,73
Westmeath,2020-04-11,213
Wexford,2020-04-11,52
Wicklow,2020-04-11,272
Carlow,2020-04-12,44
Cavan,2020-04-12,245
Clare,2020-04-12,106
Cork,2020-04-12,780
Donegal,2020-04-12,264
Dublin,2020-04-12,5438
Galway,2020-04-12,220
Kerry,2020-04-12,219
Kildare,2020-04-12,443
Kilkenny,2020-04-12,144
Laois,2020-04-12,101
Leitrim,2020-04-12,36
Limerick,2020-04-12,265
Longford,2020-04-12,58
Louth,2020-04-12,208
Mayo,2020-04-12,198
Meath,2020-04-12,342
Monaghan,2020-04-12,123
Offaly,2020-04-12,144
Roscommon,2020-04-12,48
Sligo,2020-04-12,52
Tipperary,2020-04-12,219
Waterford,2020-04-12,81
Westmeath,2020-04-12,234
Wexford,2020-04-12,56
Wicklow,2020-04-12,317
Carlow,2020-04-13,53
Cavan,2020-04-13,254
Clare,2020-04-13,113
Cork,2020-04-13,829
Donegal,2020-04-13,296
Dublin,2020-04-13,5850
Galway,2020-04-13,237
Kerry,2020-04-13,226
Kildare,2020-04-13,509
Kilkenny,2020-04-13,164
Laois,2020-04-13,118
Leitrim,2020-04-13,40
Limerick,2020-04-13,285
Longford,2020-04-13,69
Louth,2020-04-13,236
Mayo,2020-04-13,216
Meath,2020-04-13,369
Monaghan,2020-04-13,147
Offaly,2020-04-13,150
Roscommon,2020-04-13,50
Sligo,2020-04-13,62
Tipperary,2020-04-13,237
Waterford,2020-04-13,90
Westmeath,2020-04-13,258
Wexford,2020-04-13,61
Wicklow,2020-04-13,342
Carlow,2020-04-14,59
Cavan,2020-04-14,310
Clare,2020-04-14,119
Cork,2020-04-14,916
Donegal,2020-04-14,320
Dublin,2020-04-14,6337
Galway,2020-04-14,260
Kerry,2020-04-14,246
Kildare,2020-04-14,567
Kilkenny,2020-04-14,173
Laois,2020-04-14,133
Leitrim,2020-04-14,43
Limerick,2020-04-14,307
Longford,2020-04-14,77
Louth,2020-04-14,350
Mayo,2020-04-14,249
Meath,2020-04-14,405
Monaghan,2020-04-14,161
Offaly,2020-04-14,163
Roscommon,2020-04-14,57
Sligo,2020-04-14,66
Tipperary,2020-04-14,251
Waterford,2020-04-14,101
Westmeath,2020-04-14,309
Wexford,2020-04-14,71
Wicklow,2020-04-14,375
Carlow,2020-04-15,59
Cavan,2020-04-15,345
Clare,2020-04-15,136
Cork,2020-04-15,945
Donegal,2020-04-15,352
Dublin,2020-04-15,6567
Galway,2020-04-15,266
Kerry,2020-04-15,254
Kildare,2020-04-15,621
Kilkenny,2020-04-15,179
Laois,2020-04-15,139
Leitrim,2020-04-15,46
Limerick,2020-04-15,343
Longford,2020-04-15,79
Louth,2020-04-15,384
Mayo,2020-04-15,259
Meath,2020-04-15,421
Monaghan,2020-04-15,166
Offaly,2020-04-15,171
Roscommon,2020-04-15,61
Sligo,2020-04-15,69
Tipperary,2020-04-15,270
Waterford,2020-04-15,102
Westmeath,2020-04-15,318
Wexford,2020-04-15,76
Wicklow,2020-04-15,384
Carlow,2020-04-16,69
Cavan,2020-04-16,353
Clare,2020-04-16,151
Cork,2020-04-16,979
Donegal,2020-04-16,369
Dublin,2020-04-16,6934
Galway,2020-04-16,273
Kerry,2020-04-16,256
Kildare,2020-04-16,684
Kilkenny,2020-04-16,188
Laois,2020-04-16,147
Leitrim,2020-04-16,46
Limerick,2020-04-16,382
Longford,2020-04-16,83
Louth,2020-04-16,406
Mayo,2020-04-16,273
Meath,2020-04-16,461
Monaghan,2020-04-16,170
Offaly,2020-04-16,177
Roscommon,2020-04-16,74
Sligo,2020-04-16,70
Tipperary,2020-04-16,283
Waterford,2020-04-16,110
Westmeath,2020-04-16,332
Wexford,2020-04-16,85
Wicklow,2020-04-16,391
Carlow,2020-04-17,71
Cavan,2020-04-17,386
Clare,2020-04-17,153
Cork,2020-04-17,1028
Donegal,2020-04-17,376
Dublin,2020-04-17,7379
Galway,2020-04-17,283
Kerry,2020-04-17,262
Kildare,2020-04-17,763
Kilkenny,2020-04-17,197
Laois,2020-04-17,168
Leitrim,2020-04-17,47
Limerick,2020-04-17,384
Longford,2020-04-17,88
Louth,2020-04-17,405
Mayo,2020-04-17,312
Meath,2020-04-17,500
Monaghan,2020-04-17,174
Offaly,2020-04-17,187
Roscommon,2020-04-17,76
Sligo,2020-04-17,76
Tipperary,2020-04-17,292
Waterford,2020-04-17,112
Westmeath,2020-04-17,358
Wexford,2020-04-17,98
Wicklow,2020-04-17,437
Carlow,2020-04-18,78
Cavan,2020-04-18,401
Clare,2020-04-18,160
Cork,2020-04-18,1047
Donegal,2020-04-18,383
Dublin,2020-04-18,7666
Galway,2020-04-18,294
Kerry,2020-04-18,268
Kildare,2020-04-18,817
Kilkenny,2020-04-18,206
Laois,2020-04-18,170
Leitrim,2020-04-18,49
Limerick,2020-04-18,401
Longford,2020-04-18,91
Louth,2020-04-18,437
Mayo,2020-04-18,332
Meath,2020-04-18,513
Monaghan,2020-04-18,187
Offaly,2020-04-18,190
Roscommon,2020-04-18,91
Sligo,2020-04-18,78
Tipperary,2020-04-18,300
Waterford,2020-04-18,113
Westmeath,2020-04-18,369
Wexford,2020-04-18,100
Wicklow,2020-04-18,444
Carlow,2020-04-19,79
Cavan,2020-04-19,403
Clare,2020-04-19,164
Cork,2020-04-19,1053
Donegal,2020-04-19,392
Dublin,2020-04-19,7781
Galway,2020-04-19,294
Kerry,2020-04-19,268
Kildare,2020-04-19,822
Kilkenny,2020-04-19,210
Laois,2020-04-19,177
Leitrim,2020-04-19,54
Limerick,2020-04-19,409
Longford,2020-04-19,94
Louth,2020-04-19,469
Mayo,2020-04-19,335
Meath,2020-04-19,522
Monaghan,2020-04-19,199
Offaly,2020-04-19,195
Roscommon,2020-04-19,91
Sligo,2020-04-19,93
Tipperary,2020-04-19,306
Waterford,2020-04-19,117
Westmeath,2020-04-19,377
Wexford,2020-04-19,114
Wicklow,2020-04-19,446
Carlow,2020-04-20,80
Cavan,2020-04-20,430
Clare,2020-04-20,165
Cork,2020-04-20,1077
Donegal,2020-04-20,416
Dublin,2020-04-20,7905
Galway,2020-04-20,309
Kerry,2020-04-20,268
Kildare,2020-04-20,851
Kilkenny,2020-04-20,216
Laois,2020-04-20,185
Leitrim,2020-04-20,55
Limerick,2020-04-20,415
Longford,2020-04-20,101
Louth,2020-04-20,489
Mayo,2020-04-20,339
Meath,2020-04-20,539
Monaghan,2020-04-20,220
Offaly,2020-04-20,198
Roscommon,2020-04-20,91
Sligo,2020-04-20,97
Tipperary,2020-04-20,320
Waterford,2020-04-20,119
Westmeath,2020-04-20,386
Wexford,2020-04-20,137
Wicklow,2020-04-20,463
Carlow,2020-04-21,84
Cavan,2020-04-21,466
Clare,2020-04-21,187
Cork,2020-04-21,1087
Donegal,2020-04-21,431
Dublin,2020-04-21,8216
Galway,2020-04-21,315
Kerry,2020-04-21,271
Kildare,2020-04-21,875
Kilkenny,2020-04-21,222
Laois,2020-04-21,192
Leitrim,2020-04-21,56
Limerick,2020-04-21,420
Longford,2020-04-21,102
Louth,2020-04-21,506
Mayo,2020-04-21,365
Meath,2020-04-21,550
Monaghan,2020-04-21,249
Offaly,2020-04-21,205
Roscommon,2020-04-21,92
Sligo,2020-04-21,98
Tipperary,2020-04-21,327
Waterford,2020-04-21,122
Westmeath,2020-04-21,395
Wexford,2020-04-21,137
Wicklow,2020-04-21,469
Carlow,2020-04-22,86
Cavan,2020-04-22,506
Clare,2020-04-22,206
Cork,2020-04-22,1096
Donegal,2020-04-22,440
Dublin,2020-04-22,8729
Galway,2020-04-22,331
Kerry,2020-04-22,271
Kildare,2020-04-22,954
Kilkenny,2020-04-22,227
Laois,2020-04-22,202
Leitrim,2020-04-22,62
Limerick,2020-04-22,439
Longford,2020-04-22,102
Louth,2020-04-22,536
Mayo,2020-04-22,391
Meath,2020-04-22,568
Monaghan,2020-04-22,318
Offaly,2020-04-22,217
Roscommon,2020-04-22,111
Sligo,2020-04-22,105
Tipperary,2020-04-22,343
Waterford,2020-04-22,122
Westmeath,2020-04-22,409
Wexford,2020-04-22,143
Wicklow,2020-04-22,506
Carlow,2020-04-23,88
Cavan,2020-04-23,536
Clare,2020-04-23,207
Cork,2020-04-23,1103
Donegal,2020-04-23,437
Dublin,2020-04-23,9010
Galway,2020-04-23,332
Kerry,2020-04-23,276
Kildare,2020-04-23,1003
Kilkenny,2020-04-23,229
Laois,2020-04-23,204
Leitrim,2020-04-23,62
Limerick,2020-04-23,441
Longford,2020-04-23,113
Louth,2020-04-23,590
Mayo,2020-04-23,395
Meath,2020-04-23,578
Monaghan,2020-04-23,327
Offaly,2020-04-23,222
Roscommon,2020-04-23,114
Sligo,2020-04-23,104
Tipperary,2020-04-23,345
Waterford,2020-04-23,129
Westmeath,2020-04-23,421
Wexford,2020-04-23,151
Wicklow,2020-04-23,558
Carlow,2020-04-24,91
Cavan,2020-04-24,574
Clare,2020-04-24,209
Cork,2020-04-24,1110
Donegal,2020-04-24,446
Dublin,2020-04-24,9224
Galway,2020-04-24,332
Kerry,2020-04-24,277
Kildare,2020-04-24,1028
Kilkenny,2020-04-24,230
Laois,2020-04-24,205
Leitrim,2020-04-24,64
Limerick,2020-04-24,442
Longford,2020-04-24,124
Louth,2020-04-24,597
Mayo,2020-04-24,435
Meath,2020-04-24,613
Monaghan,2020-04-24,350
Offaly,2020-04-24,225
Roscommon,2020-04-24,116
Sligo,2020-04-24,104
Tipperary,2020-04-24,346
Waterford,2020-04-24,135
Westmeath,2020-04-24,437
Wexford,2020-04-24,156
Wicklow,2020-04-24,561
Carlow,2020-04-25,92
Cavan,2020-04-25,609
Clare,2020-04-25,212
Cork,2020-04-25,1125
Donegal,2020-04-25,452
Dublin,2020-04-25,9532
Galway,2020-04-25,335
Kerry,2020-04-25,288
Kildare,2020-04-25,1127
Kilkenny,2020-04-25,233
Laois,2020-04-25,205
Leitrim,2020-04-25,66
Limerick,2020-04-25,457
Longford,2020-04-25,129
Louth,2020-04-25,627
Mayo,2020-04-25,464
Meath,2020-04-25,626
Monaghan,2020-04-25,373
Offaly,2020-04-25,228
Roscommon,2020-04-25,135
Sligo,2020-04-25,114
Tipperary,2020-04-25,364
Waterford,2020-04-25,137
Westmeath,2020-04-25,446
Wexford,2020-04-25,162
Wicklow,2020-04-25,557
Carlow,2020-04-26,93
Cavan,2020-04-26,627
Clare,2020-04-26,229
Cork,2020-04-26,1126
Donegal,2020-04-26,453
Dublin,2020-04-26,9624
Galway,2020-04-26,332
Kerry,2020-04-26,288
Kildare,2020-04-26,1147
Kilkenny,2020-04-26,233
Laois,2020-04-26,212
Leitrim,2020-04-26,67
Limerick,2020-04-26,518
Longford,2020-04-26,135
Louth,2020-04-26,640
Mayo,2020-04-26,466
Meath,2020-04-26,638
Monaghan,2020-04-26,385
Offaly,2020-04-26,236
Roscommon,2020-04-26,141
Sligo,2020-04-26,117
Tipperary,2020-04-26,370
Waterford,2020-04-26,138
Westmeath,2020-04-26,448
Wexford,2020-04-26,162
Wicklow,2020-04-26,558
Carlow,2020-04-27,95
Cavan,2020-04-27,634
Clare,2020-04-27,232
Cork,2020-04-27,1136
Donegal,2020-04-27,454
Dublin,2020-04-27,9751
Galway,2020-04-27,351
Kerry,2020-04-27,292
Kildare,2020-04-27,1162
Kilkenny,2020-04-27,236
Laois,2020-04-27,216
Leitrim,2020-04-27,67
Limerick,2020-04-27,532
Longford,2020-04-27,145
Louth,2020-04-27,652
Mayo,2020-04-27,478
Meath,2020-04-27,661
Monaghan,2020-04-27,388
Offaly,2020-04-27,264
Roscommon,2020-04-27,148
Sligo,2020-04-27,116
Tipperary,2020-04-27,389
Waterford,2020-04-27,137
Westmeath,2020-04-27,461
Wexford,2020-04-27,162
Wicklow,2020-04-27,564
Carlow,2020-04-28,95
Cavan,2020-04-28,634
Clare,2020-04-28,232
Cork,2020-04-28,1146
Donegal,2020-04-28,456
Dublin,2020-04-28,9967
Galway,2020-04-28,355
Kerry,2020-04-28,292
Kildare,2020-04-28,1193
Kilkenny,2020-04-28,242
Laois,2020-04-28,218
Leitrim,2020-04-28,68
Limerick,2020-04-28,535
Longford,2020-04-28,146
Louth,2020-04-28,655
Mayo,2020-04-28,483
Meath,2020-04-28,671
Monaghan,2020-04-28,393
Offaly,2020-04-28,282
Roscommon,2020-04-28,150
Sligo,2020-04-28,116
Tipperary,2020-04-28,415
Waterford,2020-04-28,137
Westmeath,2020-04-28,474
Wexford,2020-04-28,167
Wicklow,2020-04-28,589
Carlow,2020-04-29,100
Cavan,2020-04-29,644
Clare,2020-04-29,236
Cork,2020-04-29,1154
Donegal,2020-04-29,458
Dublin,2020-04-29,10170
Galway,2020-04-29,355
Kerry,2020-04-29,293
Kildare,2020-04-29,1215
Kilkenny,2020-04-29,250
Laois,2020-04-29,224
Leitrim,2020-04-29,68
Limerick,2020-04-29,548
Longford,2020-04-29,149
Louth,2020-04-29,659
Mayo,2020-04-29,485
Meath,2020-04-29,681
Monaghan,2020-04-29,399
Offaly,2020-04-29,284
Roscommon,2020-04-29,151
Sligo,2020-04-29,116
Tipperary,2020-04-29,468
Waterford,2020-04-29,138
Westmeath,2020-04-29,487
Wexford,2020-04-29,179
Wicklow,2020-04-29,599
Carlow,2020-04-30,100
Cavan,2020-04-30,656
Clare,2020-04-30,237
Cork,2020-04-30,1156
Donegal,2020-04-30,459
Dublin,2020-04-30,10277
Galway,2020-04-30,357
Kerry,2020-04-30,294
Kildare,2020-04-30,1226
Kilkenny,2020-04-30,254
Laois,2020-04-30,230
Leitrim,2020-04-30,68
Limerick,2020-04-30,564
Longford,2020-04-30,150
Louth,2020-04-30,667
Mayo,2020-04-30,488
Meath,2020-04-30,687
Monaghan,2020-04-30,403
Offaly,2020-04-30,293
Roscommon,2020-04-30,160
Sligo,2020-04-30,118
Tipperary,2020-04-30,473
Waterford,2020-04-30,138
Westmeath,2020-04-30,500
Wexford,2020-04-30,183
Wicklow,2020-04-30,604
Carlow,2020-05-01,126
Cavan,2020-05-01,673
Clare,2020-05-01,240
Cork,2020-05-01,1164
Donegal,2020-05-01,461
Dublin,2020-05-01,10406
Galway,2020-05-01,365
Kerry,2020-05-01,295
Kildare,2020-05-01,1242
Kilkenny,2020-05-01,258
Laois,2020-05-01,234
Leitrim,2020-05-01,67
Limerick,2020-05-01,580
Longford,2020-05-01,153
Louth,2020-05-01,673
Mayo,2020-05-01,494
Meath,2020-05-01,699
Monaghan,2020-05-01,409
Offaly,2020-05-01,305
Roscommon,2020-05-01,174
Sligo,2020-05-01,117
Tipperary,2020-05-01,478
Waterford,2020-05-01,139
Westmeath,2020-05-01,509
Wexford,2020-05-01,185
Wicklow,2020-05-01,618
Carlow,2020-05-02,127
Cavan,2020-05-02,682
Clare,2020-05-02,245
Cork,2020-05-02,1175
Donegal,2020-05-02,465
Dublin,2020-05-02,10561
Galway,2020-05-02,365
Kerry,2020-05-02,298
Kildare,2020-05-02,1268
Kilkenny,2020-05-02,259
Laois,2020-05-02,237
Leitrim,2020-05-02,70
Limerick,2020-05-02,583
Longford,2020-05-02,213
Louth,2020-05-02,679
Mayo,2020-05-02,501
Meath,2020-05-02,713
Monaghan,2020-05-02,423
Offaly,2020-05-02,314
Roscommon,2020-05-02,174
Sligo,2020-05-02,119
Tipperary,2020-05-02,479
Waterford,2020-05-02,140
Westmeath,2020-05-02,540
Wexford,2020-05-02,185
Wicklow,2020-05-02,622
Carlow,2020-05-03,127
Cavan,2020-05-03,694
Clare,2020-05-03,249
Cork,2020-05-03,1177
Donegal,2020-05-03,466
Dublin,2020-05-03,10670
Galway,2020-05-03,369
Kerry,2020-05-03,301
Kildare,2020-05-03,1280
Kilkenny,2020-05-03,258
Laois,2020-05-03,238
Leitrim,2020-05-03,70
Limerick,2020-05-03,585
Longford,2020-05-03,235
Louth,2020-05-03,685
Mayo,2020-05-03,510
Meath,2020-05-03,717
Monaghan,2020-05-03,429
Offaly,2020-05-03,317
Roscommon,2020-05-03,181
Sligo,2020-05-03,120
Tipperary,2020-05-03,486
Waterford,2020-05-03,139
Westmeath,2020-05-03,547
Wexford,2020-05-03,184
Wicklow,2020-05-03,625
Carlow,2020-05-04,132
Cavan,2020-05-04,709
Clare,2020-05-04,254
Cork,2020-05-04,1192
Donegal,2020-05-04,467
Dublin,2020-05-04,10734
Galway,2020-05-04,375
Kerry,2020-05-04,302
Kildare,2020-05-04,1289
Kilkenny,2020-05-04,259
Laois,2020-05-04,240
Leitrim,2020-05-04,70
Limerick,2020-05-04,591
Longford,2020-05-04,257
Louth,2020-05-04,693
Mayo,2020-05-04,512
Meath,2020-05-04,722
Monaghan,2020-05-04,432
Offaly,2020-05-04,339
Roscommon,2020-05-04,212
Sligo,2020-05-04,121
Tipperary,2020-05-04,501
Waterford,2020-05-04,139
Westmeath,2020-05-04,554
Wexford,2020-05-04,184
Wicklow,2020-05-04,628
Carlow,2020-05-05,132
Cavan,2020-05-05,710
Clare,2020-05-05,281
Cork,2020-05-05,1197
Donegal,2020-05-05,469
Dublin,2020-05-05,10840
Galway,2020-05-05,380
Kerry,2020-05-05,302
Kildare,2020-05-05,1302
Kilkenny,2020-05-05,265
Laois,2020-05-05,243
Leitrim,2020-05-05,70
Limerick,2020-05-05,574
Longford,2020-05-05,259
Louth,2020-05-05,699
Mayo,2020-05-05,514
Meath,2020-05-05,723
Monaghan,2020-05-05,441
Offaly,2020-05-05,346
Roscommon,2020-05-05,221
Sligo,2020-05-05,122
Tipperary,2020-05-05,506
Waterford,2020-05-05,140
Westmeath,2020-05-05,627
Wexford,2020-05-05,190
Wicklow,2020-05-05,633
Carlow,2020-05-06,133
Cavan,2020-05-06,730
Clare,2020-05-06,299
Cork,2020-05-06,1199
Donegal,2020-05-06,469
Dublin,2020-05-06,10885
Galway,2020-05-06,381
Kerry,2020-05-06,303
Kildare,2020-05-06,1312
Kilkenny,2020-05-06,265
Laois,2020-05-06,242
Leitrim,2020-05-06,66
Limerick,2020-05-06,566
Longford,2020-05-06,260
Louth,2020-05-06,703
Mayo,2020-05-06,518
Meath,2020-05-06,727
Monaghan,2020-05-06,443
Offaly,2020-05-06,345
Roscommon,2020-05-06,228
Sligo,2020-05-06,116
Tipperary,2020-05-06,512
Waterford,2020-05-06,140
Westmeath,2020-05-06,633
Wexford,2020-05-06,190
Wicklow,2020-05-06,636
Carlow,2020-05-07,136
Cavan,2020-05-07,748
Clare,2020-05-07,303
Cork,2020-05-07,1205
Donegal,2020-05-07,469
Dublin,2020-05-07,10948
Galway,2020-05-07,382
Kerry,2020-05-07,303
Kildare,2020-05-07,1317
Kilkenny,2020-05-07,271
Laois,2020-05-07,247
Leitrim,2020-05-07,66
Limerick,2020-05-07,570
Longford,2020-05-07,264
Louth,2020-05-07,715
Mayo,2020-05-07,522
Meath,2020-05-07,754
Monaghan,2020-05-07,447
Offaly,2020-05-07,349
Roscommon,2020-05-07,234
Sligo,2020-05-07,116
Tipperary,2020-05-07,515
Waterford,2020-05-07,143
Westmeath,2020-05-07,640
Wexford,2020-05-07,194
Wicklow,2020-05-07,637
Carlow,2020-05-08,139
Cavan,2020-05-08,752
Clare,2020-05-08,303
Cork,2020-05-08,1207
Donegal,2020-05-08,469
Dublin,2020-05-08,11068
Galway,2020-05-08,388
Kerry,2020-05-08,303
Kildare,2020-05-08,1324
Kilkenny,2020-05-08,277
Laois,2020-05-08,247
Leitrim,2020-05-08,66
Limerick,2020-05-08,572
Longford,2020-05-08,264
Louth,2020-05-08,721
Mayo,2020-05-08,522
Meath,2020-05-08,758
Monaghan,2020-05-08,447
Offaly,2020-05-08,350
Roscommon,2020-05-08,235
Sligo,2020-05-08,116
Tipperary,2020-05-08,517
Waterford,2020-05-08,143
Westmeath,2020-05-08,641
Wexford,2020-05-08,199
Wicklow,2020-05-08,643
Carlow,2020-05-09,141
Cavan,2020-05-09,753
Clare,2020-05-09,305
Cork,2020-05-09,1232
Donegal,2020-05-09,472
Dublin,2020-05-09,11175
Galway,2020-05-09,392
Kerry,2020-05-09,303
Kildare,2020-05-09,1331
Kilkenny,2020-05-09,280
Laois,2020-05-09,248
Leitrim,2020-05-09,74
Limerick,2020-05-09,582
Longford,2020-05-09,267
Louth,2020-05-09,730
Mayo,2020-05-09,522
Meath,2020-05-09,760
Monaghan,2020-05-09,449
Offaly,2020-05-09,351
Roscommon,2020-05-09,247
Sligo,2020-05-09,123
Tipperary,2020-05-09,523
Waterford,2020-05-09,143
Westmeath,2020-05-09,643
Wexford,2020-05-09,202
Wicklow,2020-05-09,646
Carlow,2020-05-10,141
Cavan,2020-05-10,757
Clare,2020-05-10,306
Cork,2020-05-10,1234
Donegal,2020-05-10,474
Dublin,2020-05-10,11235
Galway,2020-05-10,400
Kerry,2020-05-10,305
Kildare,2020-05-10,1337
Kilkenny,2020-05-10,284
Laois,2020-05-10,249
Leitrim,2020-05-10,74
Limerick,2020-05-10,588
Longford,2020-05-10,269
Louth,2020-05-10,733
Mayo,2020-05-10,537
Meath,2020-05-10,769
Monaghan,2020-05-10,454
Offaly,2020-05-10,358
Roscommon,2020-05-10,297
Sligo,2020-05-10,127
Tipperary,2020-05-10,524
Waterford,2020-05-10,143
Westmeath,2020-05-10,643
Wexford,2020-05-10,202
Wicklow,2020-05-10,649
Carlow,2020-05-11,143
Cavan,2020-05-11,765
Clare,2020-05-11,308
Cork,2020-05-11,1238
Donegal,2020-05-11,472
Dublin,2020-05-11,11242
Galway,2020-05-11,402
Kerry,2020-05-11,305
Kildare,2020-05-11,1344
Kilkenny,2020-05-11,291
Laois,2020-05-11,249
Leitrim,2020-05-11,75
Limerick,2020-05-11,588
Longford,2020-05-11,270
Louth,2020-05-11,735
Mayo,2020-05-11,538
Meath,2020-05-11,769
Monaghan,2020-05-11,458
Offaly,2020-05-11,360
Roscommon,2020-05-11,298
Sligo,2020-05-11,128
Tipperary,2020-05-11,524
Waterford,2020-05-11,144
Westmeath,2020-05-11,645
Wexford,2020-05-11,206
Wicklow,2020-05-11,647
Carlow,2020-05-12,143
Cavan,2020-05-12,767
Clare,2020-05-12,308
Cork,2020-05-12,1249
Donegal,2020-05-12,473
Dublin,2020-05-12,11308
Galway,2020-05-12,405
Kerry,2020-05-12,305
Kildare,2020-05-12,1348
Kilkenny,2020-05-12,292
Laois,2020-05-12,249
Leitrim,2020-05-12,77
Limerick,2020-05-12,591
Longford,2020-05-12,272
Louth,2020-05-12,734
Mayo,2020-05-12,541
Meath,2020-05-12,770
Monaghan,2020-05-12,464
Offaly,2020-05-12,362
Roscommon,2020-05-12,298
Sligo,2020-05-12,128
Tipperary,2020-05-12,524
Waterford,2020-05-12,144
Westmeath,2020-05-12,648
Wexford,2020-05-12,208
Wicklow,2020-05-12,651
Carlow,2020-05-13,144
Cavan,2020-05-13,774
Clare,2020-05-13,312
Cork,2020-05-13,1256
Donegal,2020-05-13,473
Dublin,2020-05-13,11557
Galway,2020-05-13,408
Kerry,2020-05-13,306
Kildare,2020-05-13,1352
Kilkenny,2020-05-13,293
Laois,2020-05-13,251
Leitrim,2020-05-13,77
Limerick,2020-05-13,595
Longford,2020-05-13,273
Louth,2020-05-13,740
Mayo,2020-05-13,542
Meath,2020-05-13,773
Monaghan,2020-05-13,467
Offaly,2020-05-13,435
Roscommon,2020-05-13,299
Sligo,2020-05-13,128
Tipperary,2020-05-13,516
Waterford,2020-05-13,144
Westmeath,2020-05-13,652
Wexford,2020-05-13,208
Wicklow,2020-05-13,652
Carlow,2020-05-14,144
Cavan,2020-05-14,776
Clare,2020-05-14,314
Cork,2020-05-14,1346
Donegal,2020-05-14,474
Dublin,2020-05-14,11557
Galway,2020-05-14,412
Kerry,2020-05-14,307
Kildare,2020-05-14,1357
Kilkenny,2020-05-14,295
Laois,2020-05-14,251
Leitrim,2020-05-14,79
Limerick,2020-05-14,596
Longford,2020-05-14,273
Louth,2020-05-14,741
Mayo,2020-05-14,542
Meath,2020-05-14,776
Monaghan,2020-05-14,468
Offaly,2020-05-14,455
Roscommon,2020-05-14,300
Sligo,2020-05-14,129
Tipperary,2020-05-14,521
Waterford,2020-05-14,144
Westmeath,2020-05-14,654
Wexford,2020-05-14,211
